"NilaiMatW","NilaiMatM","NilaiFis","NilaiKim","NilaiBio","NilaiInd","NilaiIng","Status"
"97","87","93","83","91","86","88","1"
"80","98","86","79","91","98","84","1"
"88","81","84","88","94","94","80","1"
"82","93","96","89","83","96","79","1"
"88","84","93","95","76","94","100","1"
"94","80","96","100","80","77","81","1"
"87","94","97","93","91","96","78","1"
"100","81","91","87","83","85","83","1"
"89","95","80","78","86","90","97","1"
"80","76","81","100","92","97","79","1"
"84","99","87","85","76","87","88","1"
"77","97","91","82","100","99","89","1"
"86","80","85","85","84","97","98","1"
"96","93","84","84","94","97","78","1"
"93","80","99","86","79","96","76","1"
"99","86","94","98","76","98","86","1"
"92","89","93","80","93","77","86","1"
"85","97","77","76","82","91","96","1"
"97","88","80","84","83","97","79","1"
"78","98","84","93","93","98","85","1"
"89","100","76","82","91","92","94","1"
"98","96","83","99","99","97","80","1"
"86","93","88","82","92","94","96","1"
"83","86","89","85","89","78","79","0"
"82","77","78","98","85","94","80","0"
"92","94","83","79","98","78","83","1"
"86","89","97","79","87","96","80","1"
"81","98","84","77","83","76","91","0"
"80","93","85","89","90","95","80","1"
"83","95","91","100","99","80","100","1"
"95","91","96","83","98","81","84","1"
"95","88","88","77","94","80","88","1"
"98","76","80","84","94","89","90","1"
"79","91","87","93","84","99","81","1"
"99","87","81","82","92","91","98","1"
"92","90","82","94","99","83","82","1"
"92","82","95","83","84","90","82","1"
"88","91","91","89","90","83","81","1"
"77","85","82","80","92","80","77","0"
"81","97","97","99","79","99","94","1"
"98","78","92","77","80","87","99","1"
"97","90","78","82","94","89","83","1"
"87","91","82","89","94","95","90","1"
"82","100","87","95","99","82","88","1"
"99","85","96","100","77","83","91","1"
"96","93","100","93","85","93","78","1"
"78","77","96","95","77","78","77","0"
"99","88","85","77","86","82","76","1"
"77","76","92","81","84","90","97","0"
"85","99","77","83","91","99","80","1"
"90","80","96","82","81","87","77","1"
"78","94","88","78","96","85","78","1"
"86","98","78","77","92","86","98","1"
"99","88","88","97","97","78","98","1"
"86","97","84","84","80","90","97","1"
"94","100","77","82","97","91","84","1"
"88","87","85","79","76","92","81","0"
"80","79","76","91","93","81","80","0"
"93","87","77","94","96","96","86","1"
"99","86","88","95","83","97","93","1"
"99","79","92","91","83","79","88","1"
"97","97","95","95","94","77","86","1"
"81","91","80","100","87","98","80","1"
"96","84","88","95","100","90","82","1"
"93","90","83","91","100","99","80","1"
"83","81","84","81","99","79","97","1"
"77","79","84","89","83","76","93","0"
"96","83","96","77","87","96","90","1"
"77","82","93","93","80","95","94","1"
"95","90","84","81","99","100","87","1"
"100","100","98","83","83","84","88","1"
"100","94","81","92","98","77","88","1"
"97","94","100","90","87","98","93","1"
"87","85","90","79","84","78","97","1"
"88","95","79","98","77","78","93","1"
"97","98","83","88","87","83","95","1"
"87","84","91","77","100","98","94","1"
"95","93","82","98","97","80","95","1"
"91","90","92","82","84","95","93","1"
"77","84","95","94","84","87","77","1"
"92","77","87","81","91","98","81","1"
"98","91","79","79","83","89","92","1"
"99","82","92","77","86","86","82","1"
"97","90","76","90","83","79","98","1"
"98","94","91","88","96","87","83","1"
"78","87","83","88","95","88","99","1"
"78","96","80","85","80","78","92","0"
"92","92","91","82","94","76","79","1"
"100","91","88","78","88","97","89","1"
"92","86","98","93","81","94","90","1"
"97","93","77","80","89","100","95","1"
"88","85","88","94","94","97","91","1"
"91","90","88","95","87","86","79","1"
"78","77","86","79","90","86","92","0"
"79","82","92","84","86","80","97","1"
"99","92","88","95","87","95","97","1"
"86","94","85","94","78","87","87","1"
"99","92","89","98","91","88","90","1"
"89","84","88","98","86","93","85","1"
"93","80","98","97","83","81","92","1"
"96","94","90","86","76","88","91","1"
"94","78","87","90","89","76","79","1"
"76","83","80","91","82","97","76","0"
"91","88","87","95","94","78","80","1"
"84","98","93","95","82","79","91","1"
"80","88","89","86","97","81","86","1"
"86","97","79","84","82","96","82","1"
"100","98","93","96","87","88","100","1"
"82","85","82","100","88","97","97","1"
"95","81","95","96","93","80","90","1"
"95","97","100","92","77","93","87","1"
"95","84","77","93","95","80","83","1"
"100","90","85","92","91","98","89","1"
"78","83","96","84","90","87","96","1"
"99","96","82","78","79","96","98","1"
"76","77","100","83","100","84","92","1"
"94","96","98","81","79","79","94","1"
"86","82","93","76","86","82","76","0"
"84","87","77","99","81","93","83","1"
"77","85","86","84","77","90","76","0"
"83","78","79","100","97","94","84","1"
"79","94","94","83","83","99","80","1"
"92","91","94","97","98","91","91","1"
"92","84","95","92","85","89","88","1"
"82","87","100","90","99","98","87","1"
"88","86","84","99","90","93","98","1"
"82","92","76","87","80","80","98","0"
"76","89","93","100","92","93","76","1"
"77","80","80","84","99","82","92","0"
"85","87","97","83","96","83","80","1"
"100","78","89","82","76","83","91","1"
"76","77","91","92","84","86","86","0"
"85","78","79","79","83","76","89","0"
"94","80","87","76","96","80","88","1"
"84","83","97","95","89","84","81","1"
"97","89","76","97","85","76","80","1"
"90","98","95","91","89","89","78","1"
"88","80","88","82","84","83","81","0"
"94","78","92","81","92","83","76","1"
"83","99","80","89","86","83","90","1"
"81","90","88","88","80","88","77","0"
"92","78","90","97","89","80","88","1"
"77","87","100","95","78","83","81","1"
"81","89","95","79","92","87","85","1"
"93","82","85","77","83","93","81","0"
"98","81","99","100","96","85","97","1"
"85","94","92","87","90","91","97","1"
"89","84","88","82","91","76","95","1"
"99","96","99","90","98","97","82","1"
"84","95","80","94","83","82","99","1"
"89","93","88","99","94","77","99","1"
"98","92","79","99","88","99","90","1"
"93","85","89","77","99","79","86","1"
"83","81","95","82","76","97","96","1"
"93","96","91","94","90","79","100","1"
"77","92","84","84","96","99","86","1"
"81","79","90","84","78","94","93","0"
"95","85","85","88","100","98","90","1"
"77","91","87","93","100","85","91","1"
"100","100","91","87","92","95","94","1"
"87","93","86","76","79","88","98","1"
"96","92","89","93","88","84","82","1"
"81","96","95","81","76","85","87","1"
"89","80","93","83","95","80","91","1"
"95","79","79","92","90","88","83","1"
"83","98","98","81","80","79","94","1"
"85","92","80","100","92","81","83","1"
"94","81","84","80","85","90","77","0"
"89","82","96","90","94","99","81","1"
"79","87","89","96","88","97","80","1"
"94","93","82","83","76","93","87","1"
"90","100","91","76","99","94","94","1"
"82","97","81","91","89","94","87","1"
"92","94","77","84","86","92","99","1"
"91","96","81","85","94","95","94","1"
"78","82","95","77","82","82","82","0"
"91","89","93","83","96","94","77","1"
"79","92","79","84","86","79","100","1"
"77","94","84","93","81","99","85","1"
"96","84","82","85","100","94","83","1"
"81","100","82","77","92","81","90","1"
"91","94","92","93","77","85","87","1"
"94","88","89","93","89","76","87","1"
"85","90","92","86","80","91","87","1"
"99","91","80","90","83","94","79","1"
"93","83","98","92","91","88","98","1"
"89","88","89","99","85","91","82","1"
"81","76","96","84","81","93","80","0"
"85","94","93","96","81","90","80","1"
"78","78","89","81","85","77","91","0"
"83","76","81","78","86","77","79","0"
"82","82","96","90","87","97","97","1"
"95","81","78","97","83","98","94","1"
"98","99","93","99","88","81","88","1"
"99","97","99","76","95","81","100","1"
"93","84","89","93","85","77","83","1"
"93","96","98","89","99","87","77","1"
"92","79","77","95","88","81","93","1"
"90","92","86","82","88","88","98","1"
"76","77","81","91","88","89","84","0"
"82","99","94","88","89","97","94","1"
"87","95","93","79","95","88","92","1"
"80","76","76","100","80","87","91","0"
"86","87","99","100","99","79","76","1"
"76","91","91","95","100","93","96","1"
"84","77","97","84","90","77","81","0"
"89","97","88","83","89","88","97","1"
"77","77","77","78","85","100","79","0"
"94","96","80","97","100","86","77","1"
"77","86","78","99","86","92","78","0"
"76","99","83","80","79","85","94","0"
"100","89","93","82","89","79","96","1"
"94","98","94","98","91","84","82","1"
"87","76","81","84","77","92","99","0"
"99","88","94","93","86","91","94","1"
"87","83","89","77","84","88","90","1"
"88","77","98","78","77","79","83","0"
"85","95","97","93","98","93","87","1"
"93","91","81","76","92","98","89","1"
"79","80","82","76","94","90","84","0"
"86","100","91","87","77","94","94","1"
"84","90","100","96","80","83","98","1"
"85","83","85","77","92","86","85","0"
"89","79","92","80","98","78","99","1"
"92","87","92","77","77","87","87","1"
"95","91","91","85","85","88","87","1"
"92","91","79","79","93","83","95","1"
"78","80","85","91","91","79","86","0"
"87","99","94","82","92","91","97","1"
"95","100","80","96","86","88","93","1"
"79","81","88","99","86","92","88","1"
"89","82","89","100","82","89","79","1"
"92","92","98","90","76","99","86","1"
"82","88","99","77","94","97","80","1"
"80","100","76","97","95","84","96","1"
"82","77","76","80","99","99","83","0"
"99","87","81","84","94","100","85","1"
"86","91","97","80","88","88","84","1"
"97","89","99","83","92","85","85","1"
"100","76","82","80","80","76","99","0"
"98","95","88","90","93","98","96","1"
"100","98","83","93","89","87","98","1"
"90","95","76","81","99","97","80","1"
"86","81","88","87","85","87","83","1"
"84","95","91","84","78","81","84","1"
"86","97","87","92","89","97","90","1"
"82","100","81","78","83","80","99","1"
"92","94","81","91","84","94","85","1"
"96","96","82","84","89","79","96","1"
"76","78","94","80","84","91","79","0"
"83","78","87","81","97","88","96","1"
"99","82","90","90","99","82","93","1"
"84","95","80","99","89","93","79","1"
"78","79","85","84","81","92","78","0"
"82","76","87","89","95","86","84","1"
"89","81","77","96","97","83","78","1"
"95","80","92","94","87","94","98","1"
"77","84","81","84","76","88","91","0"
"82","99","83","94","97","84","78","1"
"76","90","91","99","94","82","82","1"
"90","94","96","98","84","99","80","1"
"93","90","90","87","96","86","87","1"
"86","99","96","87","96","96","78","1"
"92","87","91","77","90","85","90","1"
"81","92","78","85","77","99","84","0"
"92","89","96","78","82","89","89","1"
"77","76","92","94","91","86","97","1"
"89","98","90","76","79","89","97","1"
"85","98","82","99","90","97","95","1"
"91","90","83","77","85","92","91","1"
"95","80","87","88","88","100","93","1"
"97","92","78","84","86","85","90","1"
"89","99","94","92","79","86","76","1"
"94","80","80","82","99","88","81","1"
"99","85","85","87","85","85","94","1"
"77","94","85","89","96","91","99","1"
"92","93","83","79","76","91","78","0"
"83","79","87","92","94","88","90","1"
"87","95","82","98","92","79","94","1"
"86","87","88","90","81","94","90","1"
"92","89","99","94","99","98","94","1"
"93","92","96","87","94","90","88","1"
"76","76","82","95","89","81","98","0"
"76","89","96","80","83","81","82","0"
"82","79","83","91","97","100","89","1"
"97","97","82","78","98","86","88","1"
"80","100","89","82","89","79","81","1"
"84","76","99","85","89","98","81","1"
"89","81","93","93","83","89","77","1"
"95","90","100","85","83","90","77","1"
"77","87","92","97","91","93","92","1"
"90","97","97","88","76","82","90","1"
"85","81","80","95","80","89","85","0"
"91","76","99","94","99","98","84","1"
"97","99","79","99","89","92","84","1"
"98","80","96","80","98","93","89","1"
"87","88","100","78","90","97","100","1"
"81","99","90","88","81","76","95","1"
"88","76","77","100","81","92","90","1"
"80","76","95","99","80","79","88","1"
"78","93","84","89","86","84","85","1"
"96","84","99","97","91","89","86","1"
"79","77","86","88","85","90","99","1"
"88","88","82","93","94","88","84","1"
"87","77","89","96","93","81","85","1"
"77","86","93","93","84","77","98","1"
"83","91","93","90","97","98","98","1"
"86","95","93","93","81","78","89","1"
"82","77","82","96","92","87","80","1"
"79","79","87","93","77","81","85","0"
"91","88","79","99","98","95","96","1"
"96","100","78","88","77","95","97","1"
"100","86","98","94","94","87","93","1"
"82","100","91","81","78","87","80","1"
"91","80","92","81","79","82","97","1"
"91","95","92","93","88","87","97","1"
"96","86","76","89","94","91","82","1"
"95","87","91","97","100","92","94","1"
"88","79","86","98","99","93","78","1"
"83","96","77","88","98","87","86","1"
"90","98","97","99","88","83","98","1"
"81","93","83","85","78","97","89","1"
"88","97","98","100","81","88","99","1"
"96","99","80","87","98","84","79","1"
"84","93","85","84","82","90","87","1"
"83","89","87","76","89","88","82","0"
"92","97","84","86","96","92","79","1"
"93","80","83","87","97","87","90","1"
"92","84","92","99","87","77","92","1"
"97","93","91","80","96","78","85","1"
"85","90","97","96","81","77","86","1"
"84","84","83","92","83","79","93","1"
"100","96","85","86","99","84","89","1"
"88","96","94","86","87","100","94","1"
"91","80","92","93","88","82","92","1"
"76","97","77","81","83","99","83","0"
"76","92","91","88","96","89","91","1"
"79","81","96","89","92","83","91","1"
"78","94","89","81","76","83","92","0"
"99","89","86","87","79","83","78","1"
"93","76","84","86","83","96","86","1"
"86","100","80","90","83","99","87","1"
"98","93","83","84","76","88","83","1"
"78","77","96","99","94","92","91","1"
"99","78","91","100","87","79","88","1"
"84","86","95","90","86","84","78","1"
"87","80","89","85","84","96","100","1"
"82","79","78","80","78","93","92","0"
"98","85","80","80","82","79","100","1"
"90","76","85","80","83","76","97","0"
"88","94","86","96","90","78","86","1"
"79","83","86","90","86","91","92","1"
"84","85","87","81","90","84","84","1"
"91","80","77","83","98","82","97","1"
"85","88","95","92","94","89","94","1"
"98","96","78","81","83","96","84","1"
"80","90","98","91","91","78","81","1"
"82","88","86","85","100","84","83","1"
"90","82","86","98","91","82","85","1"
"99","91","100","88","78","93","99","1"
"99","91","97","80","80","88","95","1"
"83","88","98","84","94","79","90","1"
"79","84","93","80","99","94","77","1"
"81","76","79","95","98","81","78","0"
"85","100","78","99","93","88","100","1"
"76","91","82","90","100","97","93","1"
"84","91","98","92","87","86","82","1"
"88","81","87","99","86","80","90","1"
"98","87","89","78","82","88","85","1"
"78","78","79","83","77","84","87","0"
"86","76","84","81","82","77","99","0"
"99","88","98","91","86","93","82","1"
"95","92","94","77","99","99","100","1"
"100","96","81","94","87","76","83","1"
"83","100","88","94","84","90","95","1"
"86","76","99","83","76","78","89","0"
"89","80","87","96","96","76","100","1"
"98","87","99","90","84","77","91","1"
"91","81","85","86","78","96","79","0"
"93","78","98","84","98","93","79","1"
"89","91","95","95","90","85","76","1"
"85","76","76","92","86","92","100","1"
"99","98","99","77","94","98","84","1"
"76","92","100","76","96","98","86","1"
"77","99","90","99","94","79","90","1"
"87","97","84","79","90","84","78","1"
"95","92","99","85","80","98","77","1"
"92","100","90","86","85","83","86","1"
"100","83","84","94","87","97","80","1"
"99","88","100","76","98","87","81","1"
"93","88","76","89","91","79","76","1"
"88","98","98","99","96","90","78","1"
"97","82","94","78","100","78","87","1"
"91","96","86","92","89","87","85","1"
"99","77","77","76","88","80","90","0"
"76","76","84","77","95","80","79","0"
"84","84","99","84","90","95","88","1"
"89","93","78","89","95","92","79","1"
"93","89","94","94","89","76","92","1"
"94","78","93","76","88","92","83","1"
"80","79","83","96","77","94","85","0"
"77","93","87","77","87","77","91","0"
"89","85","76","78","88","84","89","0"
"95","97","89","84","77","85","87","1"
"82","83","94","77","81","95","80","0"
"84","100","80","81","98","78","100","1"
"91","78","77","78","99","86","94","1"
"93","96","87","95","89","92","88","1"
"86","79","83","100","84","83","80","1"
"88","98","78","78","82","98","90","1"
"94","98","76","78","90","78","76","1"
"89","92","89","91","87","81","95","1"
"92","77","93","97","95","91","95","1"
"93","94","83","88","92","94","83","1"
"97","84","81","94","97","90","82","1"
"97","91","81","77","95","94","76","1"
"100","87","81","93","95","85","84","1"
"86","80","94","80","96","78","83","1"
"97","86","88","77","77","96","90","1"
"93","100","84","76","88","96","88","1"
"96","76","95","77","97","83","96","1"
"95","91","78","90","97","96","92","1"
"88","93","99","99","89","92","87","1"
"78","87","96","77","82","80","79","0"
"93","79","88","100","96","87","80","1"
"80","83","91","81","100","95","92","1"
"90","76","100","87","92","95","92","1"
"80","83","86","99","86","85","98","1"
"78","99","94","85","81","84","95","1"
"88","88","80","91","90","76","86","1"
"86","83","76","99","78","100","79","1"
"77","94","83","100","81","85","93","1"
"78","89","86","96","91","88","79","1"
"86","92","78","96","88","97","100","1"
"93","82","76","91","92","89","78","1"
"77","95","100","94","91","76","97","1"
"98","100","82","100","77","86","91","1"
"98","90","80","76","98","78","96","1"
"81","79","76","79","94","96","96","0"
"92","97","98","85","95","91","95","1"
"94","76","96","96","99","94","83","1"
"85","97","94","89","94","87","91","1"
"78","84","92","79","100","85","94","1"
"86","96","90","89","76","84","80","1"
"87","100","89","80","84","81","78","1"
"95","85","94","81","87","85","79","1"
"100","78","78","79","87","78","86","0"
"84","77","100","76","81","95","93","1"
"81","80","86","79","95","90","89","1"
"77","93","95","77","84","94","100","1"
"97","87","85","90","77","89","80","1"
"78","95","76","78","98","88","76","0"
"81","83","84","86","88","90","90","1"
"93","79","84","76","86","77","94","0"
"98","78","87","78","92","96","85","1"
"80","98","88","81","79","76","80","0"
"89","79","84","95","99","83","90","1"
"96","79","97","76","80","90","81","1"
"95","83","97","99","79","76","81","1"
"77","78","89","92","82","100","88","1"
"91","89","90","99","86","86","93","1"
"76","79","81","83","88","90","85","0"
"88","81","94","96","80","96","78","1"
"93","79","86","80","93","94","82","1"
"81","88","79","93","76","92","95","1"
"98","94","91","76","82","85","76","1"
"77","97","82","84","97","92","98","1"
"92","81","92","78","78","93","78","0"
"81","78","97","79","77","92","84","0"
"85","93","96","87","95","78","76","1"
"99","99","80","94","97","76","79","1"
"100","87","99","83","91","78","96","1"
"96","91","95","95","97","99","84","1"
"92","88","94","84","89","88","80","1"
"79","84","88","83","84","89","82","0"
"82","99","83","85","85","97","85","1"
"100","80","80","87","89","85","97","1"
"77","77","99","79","78","98","83","0"
"92","90","100","94","78","77","96","1"
"100","79","79","99","92","95","79","1"
"93","84","82","100","97","99","85","1"
"93","86","90","87","91","90","93","1"
"86","81","82","88","95","94","77","1"
"96","93","90","87","79","93","82","1"
"92","77","83","91","80","97","80","1"
"82","96","82","76","77","81","89","0"
"92","97","94","98","89","95","91","1"
"89","79","94","88","81","97","84","1"
"97","84","90","84","91","89","89","1"
"92","96","91","80","94","91","84","1"
"93","80","84","84","99","85","98","1"
"90","84","82","80","94","94","79","1"
"88","100","88","77","78","86","92","1"
"91","81","84","97","82","76","84","1"
"84","97","84","95","85","77","94","1"
"99","80","87","77","91","98","82","1"
"93","76","92","84","97","94","90","1"
"84","78","79","92","79","91","80","0"
"90","79","92","90","81","95","85","1"
"88","92","93","79","91","97","96","1"
"78","93","91","84","94","85","92","1"
"81","93","86","95","93","91","84","1"
"100","84","86","84","93","79","79","1"
"99","96","97","89","80","100","85","1"
"86","80","94","86","92","84","85","1"
"94","76","91","97","85","78","79","1"
"99","84","99","87","79","87","87","1"
"89","77","78","82","84","96","100","1"
"86","98","92","83","87","76","80","1"
"98","81","88","89","78","97","81","1"
"91","100","85","100","85","87","98","1"
"76","89","93","86","79","85","99","1"
"76","96","90","85","99","78","80","1"
"85","87","96","97","97","97","97","1"
"85","94","87","80","100","87","84","1"
"76","83","98","100","77","92","96","1"
"79","79","82","83","92","92","98","1"
"95","98","89","96","93","82","91","1"
"97","85","100","76","90","89","83","1"
"88","90","88","81","88","90","95","1"
"97","90","95","88","83","92","99","1"
"88","87","85","92","82","96","89","1"
"94","98","95","76","76","84","76","1"
"97","96","79","91","93","94","77","1"
"96","93","98","97","92","92","98","1"
"97","91","81","80","80","81","82","1"
"90","94","93","90","92","93","92","1"
"98","91","100","88","87","91","86","1"
"91","82","99","91","79","85","94","1"
"78","93","85","92","99","76","99","1"
"89","77","88","82","84","79","93","0"
"100","77","93","84","86","94","88","1"
"86","81","80","90","86","77","92","0"
"85","85","95","92","89","93","95","1"
"89","78","81","82","78","89","84","0"
"79","97","93","94","87","83","96","1"
"80","91","81","84","81","91","90","0"
"83","82","99","90","96","77","100","1"
"94","77","79","92","100","78","94","1"
"95","88","91","93","84","94","80","1"
"100","87","97","97","80","84","83","1"
"78","87","90","100","95","92","87","1"
"90","88","89","84","87","85","90","1"
"96","100","92","98","92","90","87","1"
"85","85","84","94","96","99","79","1"
"98","98","89","93","84","87","96","1"
"86","87","77","82","80","88","98","0"
"99","89","98","93","100","83","79","1"
"92","100","89","95","99","80","85","1"
"99","80","99","77","88","79","83","1"
"94","76","97","78","91","78","100","1"
"81","92","79","96","96","94","77","1"
"98","80","83","81","100","97","98","1"
"77","85","90","77","99","88","92","1"
"89","80","88","82","82","76","90","0"
"76","84","93","93","85","94","83","1"
"84","81","91","100","83","76","82","1"
"99","92","96","93","100","83","84","1"
"99","91","79","84","98","85","93","1"
"98","83","87","91","90","78","92","1"
"93","91","97","80","92","100","80","1"
"86","76","81","76","82","80","89","0"
"97","83","86","77","95","97","96","1"
"78","97","79","90","86","100","90","1"
"77","79","98","85","77","86","97","0"
"90","86","98","82","88","84","92","1"
"94","96","86","88","97","79","80","1"
"80","90","78","85","84","89","99","1"
"100","84","95","83","99","92","93","1"
"81","100","93","95","81","94","77","1"
"89","97","92","90","83","83","79","1"
"92","76","94","80","98","78","96","1"
"96","90","97","77","77","84","94","1"
"77","87","91","91","80","96","83","1"
"96","96","92","89","82","88","99","1"
"80","88","96","86","93","99","77","1"
"85","84","77","80","89","83","93","0"
"93","98","85","98","98","94","86","1"
"79","81","98","87","97","99","95","1"
"82","78","81","89","86","96","93","1"
"84","80","89","86","94","99","87","1"
"81","100","79","80","92","86","86","1"
"90","88","82","76","97","91","80","1"
"80","85","87","88","78","91","92","1"
"83","90","93","98","79","76","92","1"
"78","77","96","97","94","83","82","1"
"90","84","86","91","99","89","86","1"
"76","84","95","97","90","82","80","1"
"81","91","86","83","94","85","100","1"
"92","81","99","95","91","87","89","1"
"82","89","78","93","84","85","84","1"
"78","85","83","79","82","89","98","0"
"94","86","89","79","88","89","82","1"
"76","85","86","88","98","80","77","0"
"77","76","97","86","85","93","89","1"
"91","95","80","77","89","91","88","1"
"93","78","94","81","86","96","85","1"
"76","100","91","94","85","90","83","1"
"99","87","96","94","93","92","88","1"
"100","80","79","79","98","94","98","1"
"84","95","84","77","92","97","88","1"
"77","96","78","81","94","78","92","1"
"93","87","94","82","97","88","77","1"
"87","100","82","93","98","76","79","1"
"100","76","95","77","88","91","88","1"
"89","91","80","93","99","90","98","1"
"86","91","93","85","93","100","89","1"
"98","99","93","89","96","84","77","1"
"92","87","100","84","98","94","82","1"
"76","93","76","97","79","85","78","0"
"89","90","85","78","85","82","91","1"
"81","95","76","81","87","77","97","0"
"80","76","88","90","83","80","77","0"
"90","81","96","92","94","90","90","1"
"91","98","99","76","89","98","85","1"
"99","94","92","94","90","91","84","1"
"78","90","82","79","96","92","92","1"
"79","98","85","99","88","91","80","1"
"85","82","77","84","76","84","81","0"
"89","99","91","94","78","95","93","1"
"87","91","91","97","95","76","95","1"
"91","79","91","98","98","88","82","1"
"89","100","79","79","92","80","79","1"
"98","84","93","96","89","93","91","1"
"96","97","90","97","81","85","79","1"
"98","97","81","89","82","91","100","1"
"81","86","87","91","87","82","83","1"
"100","91","88","76","80","87","84","1"
"76","87","81","82","91","79","77","0"
"98","94","83","92","94","92","81","1"
"77","98","78","81","87","86","77","0"
"89","99","91","82","100","96","78","1"
"93","81","87","79","94","94","83","1"
"94","91","81","100","91","78","88","1"
"98","77","93","89","83","99","81","1"
"81","98","76","86","95","89","80","1"
"85","85","98","76","93","85","100","1"
"93","86","90","76","88","82","98","1"
"78","89","91","83","93","92","83","1"
"81","84","84","99","81","89","82","1"
"97","82","80","83","76","96","89","1"
"79","98","95","93","76","81","91","1"
"89","83","95","99","97","88","90","1"
"84","89","94","77","98","96","100","1"
"85","88","95","83","79","89","85","1"
"87","92","84","76","81","95","100","1"
"99","78","92","76","100","95","87","1"
"90","87","76","90","83","84","95","1"
"100","94","80","100","91","94","91","1"
"90","82","78","90","82","98","76","0"
"98","79","84","88","100","90","80","1"
"95","86","81","93","77","83","91","1"
"99","85","80","76","87","83","93","1"
"80","87","76","98","76","88","79","0"
"83","80","89","80","96","85","92","1"
"90","89","97","91","77","90","89","1"
"95","92","97","100","77","90","83","1"
"76","97","89","92","97","99","90","1"
"98","89","79","100","86","77","97","1"
"91","100","100","77","88","84","86","1"
"93","98","76","85","94","86","85","1"
"83","98","80","80","82","92","78","0"
"86","82","89","79","80","85","88","0"
"95","92","96","79","95","96","99","1"
"81","81","81","77","83","90","94","0"
"90","84","88","86","90","88","77","1"
"89","97","78","84","88","94","89","1"
"100","82","87","94","97","78","86","1"
"85","79","78","83","90","98","93","1"
"99","78","88","81","87","94","85","1"
"76","98","76","93","82","90","93","1"
"95","80","80","82","99","86","78","1"
"94","89","80","89","84","95","84","1"
"96","90","89","99","100","89","79","1"
"100","80","78","84","91","85","86","1"
"93","94","85","92","83","92","82","1"
"82","91","92","92","83","88","80","1"
"86","87","86","76","86","100","98","1"
"91","99","84","88","80","77","93","1"
"83","90","76","96","76","92","88","1"
"90","76","82","92","92","97","83","1"
"82","85","99","96","85","98","79","1"
"81","87","85","79","99","100","76","1"
"94","94","86","85","98","78","88","1"
"77","96","81","100","91","82","81","1"
"83","82","77","88","85","95","88","0"
"96","92","86","93","79","93","85","1"
"96","86","90","79","77","82","81","1"
"80","84","95","85","82","93","83","1"
"80","86","80","81","79","83","76","0"
"80","99","84","82","92","97","100","1"
"91","89","94","86","86","98","84","1"
"95","97","97","98","83","95","76","1"
"82","87","84","82","97","84","92","1"
"93","92","95","88","85","96","86","1"
"89","89","79","93","85","79","98","1"
"82","90","85","78","97","89","82","1"
"99","89","85","85","85","97","82","1"
"96","88","99","85","79","93","90","1"
"79","79","83","90","85","82","96","0"
"88","81","81","77","79","99","93","0"
"87","89","89","84","92","91","93","1"
"76","94","91","97","83","85","82","1"
"86","100","78","92","93","86","97","1"
"98","91","78","81","96","84","99","1"
"79","89","94","98","87","78","91","1"
"96","84","87","81","91","96","82","1"
"100","97","81","78","84","100","84","1"
"95","76","99","90","81","95","76","1"
"79","90","99","76","82","93","78","1"
"98","96","96","78","90","89","92","1"
"88","87","85","79","100","100","95","1"
"92","94","93","94","78","86","84","1"
"81","93","79","100","79","80","82","1"
"89","86","85","89","93","83","80","1"
"100","80","85","90","77","97","100","1"
"93","82","90","93","98","96","88","1"
"77","89","85","80","80","90","85","0"
"96","79","84","98","84","76","91","1"
"77","78","88","83","80","84","76","0"
"81","80","84","87","87","95","78","0"
"86","86","80","90","86","100","79","1"
"76","87","77","98","93","87","85","1"
"80","96","88","85","99","100","90","1"
"79","78","99","81","98","100","94","1"
"80","85","93","83","95","82","92","1"
"99","89","91","84","82","87","86","1"
"84","81","76","96","89","80","94","1"
"92","77","95","96","92","78","87","1"
"85","94","82","84","100","81","93","1"
"76","78","96","93","82","79","87","0"
"78","92","78","95","80","79","76","0"
"98","78","100","79","99","97","100","1"
"93","89","80","88","88","98","86","1"
"81","79","88","99","83","87","89","1"
"94","83","95","99","79","92","87","1"
"100","84","96","76","86","97","95","1"
"95","80","79","99","84","100","84","1"
"88","98","83","85","100","80","90","1"
"95","77","82","90","93","87","77","1"
"98","91","93","97","86","77","77","1"
"86","77","88","78","89","93","82","0"
"100","79","77","91","81","97","94","1"
"87","95","92","78","83","86","93","1"
"91","82","78","88","94","77","83","1"
"90","76","80","79","84","78","94","0"
"99","85","100","100","86","96","92","1"
"81","87","78","90","80","77","85","0"
"95","88","81","85","86","90","78","1"
"78","96","88","93","90","92","83","1"
"79","82","84","91","84","89","79","0"
"95","76","91","83","85","89","76","1"
"91","85","97","76","92","91","93","1"
"97","81","81","99","97","87","97","1"
"99","76","84","99","100","96","93","1"
"94","96","97","90","96","96","95","1"
"83","84","84","100","92","80","88","1"
"100","94","97","98","94","93","100","1"
"100","78","82","81","79","87","99","1"
"83","88","85","96","82","98","81","1"
"79","84","86","86","82","82","79","0"
"100","93","78","77","80","88","87","1"
"91","86","95","96","89","92","76","1"
"78","100","96","76","80","95","97","1"
"91","79","95","93","79","81","84","1"
"100","86","82","76","87","82","97","1"
"83","78","76","78","81","95","97","0"
"86","79","95","88","91","80","95","1"
"81","97","91","87","87","90","100","1"
"88","87","81","97","93","95","86","1"
"98","82","100","85","82","93","76","1"
"98","94","97","100","76","79","93","1"
"82","93","99","96","99","81","100","1"
"80","77","80","89","78","92","87","0"
