"NilaiMatW","NilaiMatM","NilaiFis","NilaiKim","NilaiBio","NilaiInd","NilaiIng","Status"
"77","77","83","79","79","99","85","0"
"80","84","83","77","86","79","76","0"
"78","99","83","76","94","78","84","0"
"93","96","87","79","83","95","79","1"
"95","89","97","76","83","89","89","1"
"95","97","90","96","77","99","81","1"
"88","93","83","80","98","86","80","1"
"89","78","85","98","89","81","78","0"
"98","96","91","81","85","78","96","1"
"83","95","99","95","91","89","90","1"
"79","83","91","97","76","77","91","0"
"85","92","84","81","85","98","92","1"
"96","79","90","77","87","87","83","0"
"82","91","77","84","85","79","86","0"
"100","86","94","78","98","98","99","1"
"92","84","100","91","89","87","92","1"
"83","98","96","90","96","87","99","1"
"76","85","79","86","94","95","82","0"
"89","79","98","87","84","79","90","1"
"90","80","94","87","85","87","79","0"
"100","79","96","96","85","79","88","1"
"85","93","89","86","82","85","81","0"
"95","77","93","91","80","95","95","1"
"86","94","87","88","96","97","83","1"
"87","99","87","79","84","78","90","1"
"92","95","91","100","96","83","92","1"
"83","88","81","84","77","95","90","0"
"100","76","91","85","97","88","77","1"
"88","80","81","92","91","88","87","0"
"81","90","77","80","81","89","88","0"
"99","82","96","84","88","90","77","1"
"99","97","91","83","85","92","95","1"
"95","93","82","91","77","81","83","1"
"80","91","77","78","78","80","96","0"
"98","85","93","80","96","76","98","1"
"79","83","86","95","79","89","79","0"
"83","95","87","100","85","77","82","1"
"87","95","94","78","93","84","86","1"
"99","98","85","89","99","79","100","1"
"76","94","92","87","83","97","79","0"
"76","89","96","84","93","81","98","1"
"93","86","97","86","98","81","95","1"
"85","94","96","78","81","81","78","0"
"99","88","94","97","93","95","85","1"
"79","94","87","86","76","83","80","0"
"79","97","84","90","81","89","87","0"
"98","93","95","80","97","87","89","1"
"82","80","99","76","89","92","76","0"
"79","88","85","93","81","94","92","0"
"83","94","95","80","83","91","97","1"
"93","90","100","79","82","88","78","1"
"100","86","84","85","79","91","97","1"
"89","86","94","88","98","85","91","1"
"76","78","78","87","81","100","77","0"
"89","99","98","98","92","76","88","1"
"92","85","100","96","83","93","98","1"
"90","92","79","98","94","85","84","1"
"86","90","89","95","79","87","95","1"
"100","94","84","85","90","100","93","1"
"98","97","84","84","89","80","76","1"
"95","98","96","86","79","90","84","1"
"89","95","100","100","98","95","77","1"
"81","79","95","88","88","78","87","0"
"85","93","93","85","79","78","96","1"
"90","76","88","77","88","90","100","0"
"96","87","97","86","92","92","85","1"
"99","84","99","78","78","87","76","0"
"100","95","83","90","77","79","82","1"
"86","81","98","79","88","98","80","0"
"81","96","85","77","83","92","96","0"
"82","88","97","92","91","76","78","1"
"87","81","82","80","83","87","86","0"
"91","90","99","91","92","81","98","1"
"96","87","87","94","84","91","78","1"
"79","93","78","100","83","91","84","0"
"85","99","93","84","100","92","79","1"
"84","98","98","84","97","86","95","1"
"97","80","77","93","97","91","78","1"
"89","93","95","85","92","77","89","1"
"83","81","84","96","93","85","82","0"
"100","91","91","87","92","94","82","1"
"79","91","88","89","100","98","82","1"
"90","94","90","84","96","100","81","1"
"81","84","88","79","84","98","83","0"
"81","94","87","80","97","83","84","1"
"97","87","90","91","88","97","96","1"
"76","97","99","100","92","97","76","1"
"96","90","92","92","78","100","76","1"
"98","99","87","94","99","97","76","1"
"96","77","77","78","81","95","79","0"
"93","88","98","88","86","87","76","1"
"98","78","76","88","76","80","77","0"
"80","99","79","92","83","96","78","0"
"78","82","79","96","93","81","81","0"
"88","87","87","86","77","94","83","0"
"83","94","91","99","90","88","77","1"
"90","96","83","80","79","76","100","1"
"86","99","98","87","94","85","98","1"
"91","90","92","80","93","76","80","1"
"94","79","99","90","84","83","89","1"
"91","93","79","99","96","97","97","1"
"94","77","99","86","91","96","89","1"
"82","100","99","86","81","98","87","1"
"91","79","89","83","91","95","78","0"
"87","82","88","80","96","79","83","0"
"94","79","85","98","77","83","92","1"
"94","98","83","81","81","94","84","1"
"80","82","87","95","82","92","88","0"
"97","94","78","92","82","76","82","1"
"82","94","91","80","92","82","81","1"
"90","80","78","88","93","97","85","0"
"92","88","91","96","77","86","86","1"
"76","99","89","82","80","89","81","0"
"76","77","80","92","82","96","80","0"
"96","78","97","92","98","81","88","1"
"82","96","98","80","93","96","77","1"
"94","90","91","79","89","77","94","1"
"91","91","77","95","90","89","96","1"
"100","81","79","82","94","90","84","1"
"91","86","82","87","96","94","83","1"
"82","84","100","82","80","88","89","0"
"87","85","85","91","92","85","84","1"
"98","83","80","84","83","99","97","1"
"88","97","79","81","79","87","91","0"
"82","98","77","95","82","84","96","1"
"85","91","90","83","99","81","99","1"
"87","94","93","85","84","84","82","1"
"88","90","99","80","94","91","98","1"
"91","88","94","77","76","96","91","0"
"93","93","78","82","76","76","88","0"
"82","93","85","91","80","80","88","0"
"99","91","86","80","79","95","76","1"
"79","79","88","98","78","94","95","0"
"94","79","77","100","88","98","91","1"
"83","97","81","83","100","92","96","1"
"79","88","97","87","93","78","83","1"
"81","87","91","96","76","99","95","1"
"87","88","85","99","87","82","85","1"
"85","85","98","91","82","94","84","1"
"81","86","100","97","96","94","81","1"
"99","76","100","78","84","86","82","0"
"76","83","80","91","93","80","82","0"
"89","76","80","78","88","90","95","0"
"79","98","77","95","90","79","99","1"
"95","76","85","96","99","83","87","1"
"83","99","90","90","92","86","84","1"
"81","95","92","99","81","100","91","1"
"96","93","82","91","85","98","86","1"
"80","85","90","80","77","88","97","0"
"81","85","97","91","89","93","85","1"
"87","76","89","89","98","98","76","0"
"100","96","90","87","96","79","100","1"
"93","93","78","85","90","89","81","1"
"91","89","83","86","97","90","84","1"
"77","91","92","80","96","97","89","1"
"92","89","86","87","99","94","88","1"
"90","96","90","84","80","90","100","1"
"87","86","80","99","91","91","86","1"
"87","94","87","85","93","93","78","1"
"83","78","89","87","91","83","76","0"
"98","94","93","83","85","79","84","1"
"94","98","84","87","89","77","86","1"
"88","84","94","84","79","89","78","0"
"95","93","88","86","88","87","81","1"
"95","85","96","93","88","87","80","1"
"84","97","76","83","78","93","90","0"
"76","78","89","91","90","82","97","0"
"99","78","81","92","96","83","97","1"
"96","94","81","84","93","76","94","1"
"95","86","79","76","94","92","92","1"
"95","89","98","77","90","90","78","1"
"86","93","98","93","90","92","78","1"
"89","91","98","95","83","83","91","1"
"90","84","77","79","95","92","88","0"
"95","78","84","97","82","84","97","1"
"96","93","87","84","80","92","84","1"
"93","79","76","90","94","98","76","0"
"79","93","84","81","81","91","77","0"
"86","79","91","93","83","91","91","0"
"94","93","99","91","98","83","99","1"
"85","79","85","89","98","76","93","0"
"89","88","77","77","80","83","84","0"
"87","87","99","87","79","96","85","1"
"87","78","95","100","91","91","88","1"
"100","87","86","92","83","89","91","1"
"97","93","98","93","76","92","95","1"
"89","83","82","91","87","98","90","1"
"86","86","81","91","82","79","90","0"
"88","87","99","87","98","87","94","1"
"97","92","79","96","89","76","80","1"
"91","83","79","77","92","98","90","0"
"87","81","94","76","81","98","87","0"
"93","85","92","84","82","88","90","1"
"78","79","83","78","76","98","85","0"
"80","99","84","83","98","90","80","1"
"89","95","100","95","95","99","89","1"
"90","95","100","88","78","77","96","1"
"86","91","98","95","79","93","98","1"
"98","76","81","84","99","87","79","0"
"100","90","80","100","98","84","87","1"
"94","98","87","98","81","85","80","1"
"83","90","87","78","84","81","77","0"
"78","78","91","88","81","78","99","0"
"78","76","94","91","87","99","83","0"
"86","89","95","100","87","99","97","1"
"93","80","92","100","83","79","93","1"
"95","82","92","81","98","80","90","1"
"97","89","91","85","87","96","95","1"
"94","81","90","82","97","94","88","1"
"89","78","86","93","94","84","77","0"
"93","82","86","90","94","81","96","1"
"95","81","97","83","80","86","91","1"
"80","98","76","81","80","76","76","0"
"100","94","76","98","99","99","79","1"
"93","80","78","95","83","84","93","0"
"92","89","93","84","92","87","81","1"
"76","83","86","81","76","88","77","0"
"86","92","86","84","82","97","92","1"
"90","94","89","85","89","97","92","1"
"92","96","95","84","82","90","96","1"
"100","78","85","87","84","85","76","0"
"76","98","85","96","97","85","80","1"
"96","84","84","96","76","98","88","1"
"85","82","84","92","100","97","84","1"
"82","87","77","86","85","77","77","0"
"89","96","86","97","96","78","86","1"
"91","97","79","85","80","76","92","1"
"82","84","90","83","86","92","88","0"
"78","85","98","98","100","94","92","1"
"93","82","84","97","82","92","86","1"
"96","83","97","87","79","97","82","1"
"79","94","97","86","89","78","91","1"
"77","83","80","94","85","97","90","0"
"91","94","76","83","100","99","100","1"
"84","100","87","84","78","100","79","1"
"96","81","83","93","85","83","82","1"
"80","93","95","82","90","96","80","1"
"79","93","81","89","84","89","82","0"
"92","94","79","93","84","98","90","1"
"97","80","94","95","83","76","89","1"
"77","82","83","90","88","76","95","0"
"95","91","92","96","91","81","94","1"
"89","81","81","91","89","87","99","1"
"83","93","82","78","100","92","86","1"
"88","77","98","81","82","79","79","0"
"88","93","81","98","82","82","86","1"
"99","92","93","84","96","93","95","1"
"78","99","77","97","82","89","100","1"
"92","76","81","99","92","90","97","1"
"99","93","77","93","81","96","88","1"
"96","89","87","78","91","100","88","1"
"100","81","78","84","79","80","97","0"
"79","88","81","95","80","81","99","0"
"77","86","82","83","89","96","91","0"
"91","88","94","76","93","86","77","1"
"88","92","95","92","84","87","98","1"
"90","95","96","83","98","81","89","1"
"96","95","95","77","96","86","98","1"
"99","80","97","86","80","100","86","1"
"98","83","88","88","93","87","98","1"
"80","91","98","76","77","97","100","0"
"99","87","90","82","96","78","90","1"
"86","92","90","79","85","83","95","1"
"86","95","84","79","96","91","77","1"
"84","88","80","79","95","86","76","0"
"89","94","86","91","84","93","93","1"
"76","80","82","84","92","81","86","0"
"99","81","100","83","77","92","86","1"
"78","99","87","79","95","78","78","0"
"91","92","80","86","89","88","90","1"
"87","87","93","82","85","79","83","0"
"78","95","77","96","97","100","99","1"
"96","80","100","92","94","94","80","1"
"76","77","91","91","85","76","77","0"
"85","90","77","87","87","87","87","0"
"84","84","85","100","83","76","91","0"
"93","95","100","77","89","80","76","1"
"79","85","81","79","77","90","81","0"
"89","79","86","92","79","85","91","0"
"88","83","97","91","77","100","87","1"
"88","84","84","77","85","79","93","0"
"95","76","96","82","88","97","94","1"
"91","80","98","82","79","87","96","1"
"95","95","98","83","89","91","79","1"
"94","100","96","93","92","89","86","1"
"95","88","89","97","78","96","80","1"
"86","87","87","83","94","91","97","1"
"95","89","94","95","78","98","82","1"
"79","84","99","87","77","99","99","1"
"82","81","89","99","78","90","97","0"
"84","82","81","98","92","90","100","1"
"82","98","80","81","83","79","88","0"
"96","81","96","98","100","80","85","1"
"76","77","99","98","79","91","99","0"
"94","93","79","80","85","96","99","1"
"86","77","91","84","84","86","100","0"
"92","94","79","82","93","91","91","1"
"78","91","81","93","100","97","89","1"
"87","79","99","94","83","76","80","0"
"82","96","90","77","92","77","86","1"
"89","92","96","85","90","79","88","1"
"86","80","85","91","98","92","79","0"
"97","93","87","82","97","95","90","1"
"98","85","81","83","80","89","90","0"
"88","79","97","80","99","79","90","1"
"86","91","92","94","78","94","96","1"
"95","90","94","94","98","87","85","1"
"78","88","84","95","77","85","98","0"
"76","88","81","100","92","82","98","1"
"86","78","86","88","85","95","80","0"
"97","78","80","82","81","92","76","0"
"77","90","92","87","92","90","98","1"
"98","80","93","87","76","87","82","0"
"92","79","99","76","91","82","80","0"
"76","84","79","78","78","98","88","0"
"91","81","97","94","87","93","88","1"
"81","88","92","85","77","98","87","0"
"89","92","79","79","94","99","79","1"
"85","91","94","95","83","100","87","1"
"83","77","77","95","85","96","91","0"
"79","99","88","86","78","94","91","1"
"97","92","94","98","97","77","88","1"
"85","86","88","80","81","77","91","0"
"99","79","93","100","97","92","81","1"
"86","85","81","89","80","84","79","0"
"96","98","89","88","88","93","96","1"
"92","100","95","79","84","78","87","1"
"78","90","98","98","77","79","78","0"
"93","83","99","89","90","85","83","1"
"90","76","99","78","77","90","98","0"
"88","85","76","91","95","91","84","1"
"88","82","97","94","87","90","86","1"
"78","80","90","87","90","91","79","0"
"95","93","83","79","76","91","92","1"
"97","99","96","88","79","82","93","1"
"76","96","87","91","78","98","95","1"
"90","93","96","78","95","87","97","1"
"93","90","94","93","86","90","99","1"
"97","87","89","76","82","96","91","1"
"98","83","78","83","76","85","78","0"
"83","92","92","96","93","97","92","1"
"82","96","98","85","88","96","81","1"
"78","87","91","90","85","81","90","0"
"90","76","92","89","98","98","92","1"
"91","95","78","87","83","88","81","1"
"79","85","96","100","76","86","89","0"
"95","81","79","84","89","94","88","0"
"98","80","76","94","87","93","95","1"
"78","92","77","99","81","93","79","0"
"81","97","92","97","99","84","78","1"
"79","77","81","89","77","99","100","0"
"98","100","83","77","85","84","93","1"
"90","90","88","82","97","82","96","1"
"93","99","80","87","83","78","89","1"
"84","77","82","83","85","100","79","0"
"79","86","83","100","95","85","98","1"
"100","83","92","93","81","99","100","1"
"99","84","96","97","85","96","98","1"
"94","97","77","87","83","84","92","1"
"77","95","86","98","88","90","79","1"
"94","98","88","76","83","87","88","1"
"78","100","100","85","93","85","79","1"
"90","77","91","90","88","100","87","1"
"86","82","78","93","95","92","82","0"
"86","76","95","81","99","91","82","0"
"76","99","77","79","82","95","81","0"
"94","95","99","91","76","89","96","1"
"89","78","97","88","89","92","90","1"
"93","84","99","90","90","100","98","1"
"97","96","85","99","86","86","89","1"
"98","77","77","91","80","76","80","0"
"92","80","90","96","76","96","90","1"
"95","79","92","78","98","81","95","1"
"79","76","96","81","94","99","77","0"
"92","87","78","93","81","76","98","1"
"99","78","92","81","79","83","95","1"
"77","93","91","80","96","100","83","1"
"91","81","96","81","84","97","88","1"
"96","96","100","91","85","76","85","1"
"82","89","80","95","77","85","81","0"
"80","92","77","85","80","91","76","0"
"80","82","83","77","79","95","99","0"
"85","92","81","84","94","87","96","1"
"85","80","79","91","99","76","85","0"
"84","97","89","78","100","94","88","1"
"95","84","91","100","100","88","76","1"
"97","90","76","77","87","95","100","1"
"85","89","99","95","92","76","87","1"
"94","77","93","98","77","89","76","0"
"90","99","87","88","79","86","86","1"
"88","88","91","84","84","78","94","1"
"87","87","80","98","85","84","82","0"
"92","81","92","76","80","91","85","0"
"88","96","91","100","84","79","84","1"
"80","99","79","85","83","76","90","0"
"98","99","96","80","89","92","88","1"
"77","90","92","94","89","88","76","0"
"99","84","97","91","90","92","82","1"
"90","95","93","91","100","97","92","1"
"97","98","81","92","92","82","79","1"
"80","96","86","100","86","85","81","1"
"92","76","77","79","95","94","91","0"
"80","98","79","92","78","98","82","0"
"78","93","91","79","89","91","100","1"
"79","86","94","76","97","94","89","0"
"84","98","82","96","98","83","78","1"
"93","92","78","82","100","87","82","1"
"79","78","79","91","86","99","76","0"
"92","95","88","96","91","80","98","1"
"95","83","86","86","78","77","88","0"
"92","85","81","95","79","89","90","1"
"94","81","85","78","93","82","91","0"
"88","89","78","76","91","93","84","0"
"87","80","78","88","90","82","96","0"
"93","85","90","76","83","95","88","0"
"92","76","98","81","85","89","89","0"
"94","98","96","77","100","92","100","1"
"97","87","77","89","78","86","82","0"
"91","77","76","88","77","93","90","0"
"100","96","100","85","77","84","90","1"
"85","79","96","91","95","79","95","1"
"86","82","82","85","82","89","92","0"
"97","86","79","85","100","96","95","1"
"85","92","80","94","79","92","92","1"
"100","85","79","79","90","86","89","1"
"84","85","79","94","97","79","89","1"
"94","85","82","90","99","82","98","1"
"92","97","78","97","97","80","87","1"
"79","98","80","91","79","88","84","0"
"95","99","99","85","87","99","98","1"
"82","87","85","81","93","77","98","0"
"84","83","82","79","84","87","94","0"
"76","99","83","98","79","84","99","1"
"80","86","89","97","76","85","81","0"
"91","83","83","88","85","94","92","1"
"84","100","87","82","88","98","97","1"
"97","77","78","87","97","88","94","1"
"90","77","91","99","76","100","87","1"
"81","87","93","77","80","90","81","0"
"95","97","79","82","79","92","95","1"
"94","86","95","95","80","95","85","1"
"87","89","88","81","98","88","92","1"
"97","92","95","98","89","90","76","1"
"85","78","76","95","76","91","93","0"
"88","94","85","97","76","94","93","1"
"76","84","93","76","94","98","92","0"
"91","83","100","87","100","94","95","1"
"76","91","81","80","84","93","92","0"
"80","89","88","76","90","76","82","0"
"86","77","95","97","91","89","77","1"
"84","96","92","88","86","84","76","1"
"79","88","83","94","78","79","91","0"
"88","84","87","78","80","77","76","0"
"92","95","90","82","85","77","83","1"
"82","79","86","78","82","92","93","0"
"93","81","97","91","97","91","93","1"
"80","96","84","77","87","99","98","1"
"80","94","83","93","97","94","80","1"
"90","99","86","96","93","83","100","1"
"79","99","80","77","86","77","79","0"
"95","96","77","85","76","84","93","1"
"82","85","97","90","87","99","80","1"
"89","95","98","93","93","98","85","1"
"92","93","95","79","94","95","92","1"
"78","99","89","92","99","84","76","1"
"100","84","94","99","81","95","82","1"
"83","99","93","78","87","84","76","1"
"82","90","98","82","78","82","86","0"
"84","83","84","85","100","96","96","1"
"76","95","91","96","84","80","96","1"
"84","82","97","78","100","90","93","1"
"97","88","81","78","80","95","94","1"
"84","100","92","78","87","99","97","1"
"88","88","89","82","100","90","93","1"
"78","98","89","94","78","88","95","1"
"98","77","89","77","96","78","80","0"
"84","79","100","87","90","85","79","0"
"93","95","88","86","92","96","78","1"
"93","91","99","84","92","89","80","1"
"83","88","76","81","80","79","94","0"
"92","98","77","98","100","84","79","1"
"92","87","78","88","80","87","86","0"
"96","99","83","99","77","98","90","1"
"77","91","83","97","99","85","91","1"
"81","98","95","96","81","89","96","1"
"85","79","97","85","76","77","82","0"
"95","82","88","97","84","76","90","1"
"83","88","94","99","97","85","99","1"
"96","78","97","90","100","83","86","1"
"94","84","76","81","100","83","98","1"
"77","97","77","85","82","84","81","0"
"80","99","82","96","91","82","87","1"
"92","81","87","80","92","87","82","0"
"93","76","95","94","78","77","85","0"
"100","97","87","99","80","78","83","1"
"81","76","99","85","100","77","80","0"
"100","90","93","97","91","98","83","1"
"76","83","81","98","83","98","99","0"
"95","84","94","84","76","94","87","1"
"94","94","87","100","87","81","97","1"
"92","92","82","87","81","99","82","1"
"93","99","78","98","85","85","95","1"
"95","87","95","86","78","100","81","1"
"78","93","92","89","94","90","99","1"
"88","82","94","100","82","89","89","1"
"98","86","97","87","83","77","85","1"
"97","83","93","93","86","80","85","1"
"97","90","90","89","97","93","83","1"
"95","79","99","96","100","100","92","1"
"77","96","86","90","76","79","94","0"
"89","84","94","91","95","81","98","1"
"90","77","90","84","79","83","92","0"
"93","94","89","84","93","84","85","1"
"100","76","97","92","87","95","79","1"
"83","87","85","77","100","89","95","1"
"93","92","95","96","88","98","79","1"
"77","78","79","89","76","96","100","0"
"90","77","92","81","87","81","98","0"
"90","90","87","91","86","92","91","1"
"78","85","87","80","96","100","82","0"
"78","78","84","100","100","79","94","1"
"80","76","87","99","95","100","88","1"
"91","100","84","81","91","92","78","1"
"93","82","100","98","89","96","90","1"
"78","83","89","97","93","94","94","1"
"95","95","78","90","97","80","84","1"
"76","83","80","91","88","92","81","0"
"82","79","83","81","96","96","87","0"
"80","96","91","95","76","88","90","1"
"81","76","80","87","96","95","90","0"
"80","100","81","87","93","92","87","1"
"89","81","89","81","100","83","84","1"
"80","81","86","93","81","88","97","0"
"77","78","92","100","92","89","96","1"
"79","85","89","94","88","93","83","0"
"85","86","89","100","97","84","86","1"
"92","76","78","81","96","94","97","0"
"95","91","86","94","81","95","91","1"
"82","80","85","81","98","97","76","0"
"78","98","80","95","90","78","93","1"
"85","85","91","94","98","100","85","1"
"81","95","88","80","79","95","76","0"
"85","89","93","82","89","95","84","1"
"79","93","95","88","86","94","76","1"
"84","99","100","89","81","96","93","1"
"88","89","99","78","99","98","90","1"
"92","92","99","86","84","96","100","1"
"81","92","95","82","80","94","90","1"
"88","98","95","85","84","95","78","1"
"77","79","88","94","91","89","94","0"
"95","80","90","83","78","89","84","0"
"83","76","88","88","78","86","91","0"
"91","89","83","77","85","93","78","0"
"88","95","92","89","83","92","99","1"
"78","97","99","79","91","98","96","1"
"87","89","100","82","86","81","95","1"
"90","95","88","94","84","76","97","1"
"86","83","97","88","92","86","81","1"
"97","76","87","96","79","86","83","0"
"81","85","79","77","80","94","81","0"
"99","98","88","93","93","76","91","1"
"78","86","94","79","78","80","88","0"
"79","94","95","82","98","77","78","1"
"79","80","88","87","100","83","92","0"
"83","85","82","79","95","95","86","0"
"78","90","88","96","97","78","93","1"
"80","77","97","78","79","100","91","0"
"91","92","90","79","87","82","80","1"
"79","98","76","87","90","81","86","0"
"80","85","93","82","88","88","88","0"
"79","82","88","98","97","86","83","1"
"92","81","94","78","77","88","80","0"
"94","81","76","95","94","90","77","1"
"82","79","99","98","95","100","92","1"
"81","93","79","97","98","93","86","1"
"98","77","98","89","83","98","83","1"
"76","76","100","81","91","98","76","0"
"87","99","86","84","87","93","76","1"
"97","99","94","79","98","97","80","1"
"79","95","79","96","77","97","87","0"
"98","88","97","98","96","96","86","1"
"86","94","76","85","95","87","97","1"
"80","92","100","82","79","94","100","1"
"81","79","90","81","96","86","97","0"
"92","99","98","79","82","98","99","1"
"98","90","96","80","99","82","93","1"
"78","76","85","97","78","85","88","0"
"90","89","88","77","76","84","88","0"
"91","96","94","79","84","90","96","1"
"79","88","86","85","87","82","98","0"
"81","96","90","94","100","90","97","1"
"91","79","94","77","85","95","84","0"
"82","82","83","86","82","76","92","0"
"81","80","88","100","83","96","98","1"
"85","97","91","96","78","99","82","1"
"84","89","76","90","94","82","94","1"
"76","77","77","95","98","79","83","0"
"96","98","77","93","83","90","87","1"
"91","81","84","82","92","100","99","1"
"92","93","80","86","91","85","90","1"
"95","91","96","80","89","93","86","1"
"88","89","91","83","90","79","90","1"
"94","94","86","90","86","85","86","1"
"77","82","96","84","99","87","88","0"
"100","85","77","99","92","91","87","1"
"78","78","89","93","85","85","93","0"
"87","82","92","79","99","85","100","1"
"93","90","95","88","92","82","98","1"
"79","79","76","86","82","96","83","0"
"78","100","85","78","83","89","92","0"
"97","81","94","100","79","78","90","1"
"99","98","76","76","83","100","92","1"
"93","87","94","86","98","88","91","1"
"86","95","98","79","90","78","98","1"
"99","78","96","93","81","98","91","1"
"92","82","79","95","76","79","76","0"
"95","99","99","77","85","91","82","1"
"78","87","80","94","96","83","80","0"
"91","81","84","85","76","86","76","0"
"89","90","87","83","78","77","86","0"
"84","84","92","80","93","82","94","1"
"99","81","100","84","85","79","85","1"
"87","84","83","97","81","94","80","0"
"83","87","88","94","99","87","94","1"
"92","99","86","96","79","100","84","1"
"84","100","82","79","89","84","87","1"
"100","85","92","97","80","88","83","1"
"78","94","83","85","98","99","84","1"
"96","86","94","76","85","100","79","1"
"76","76","81","91","90","99","76","0"
"92","84","78","88","99","98","99","1"
"84","92","78","76","99","90","78","0"
"81","88","100","100","91","95","93","1"
"87","86","94","79","88","100","87","1"
"90","98","84","82","96","88","94","1"
"77","95","90","87","85","83","77","0"
"83","86","79","81","91","88","99","0"
"83","91","82","82","84","100","76","0"
"90","85","85","82","96","84","78","0"
"85","85","95","76","80","98","97","0"
"99","88","79","77","95","92","81","1"
"83","100","94","98","90","88","77","1"
"80","86","82","80","85","88","100","0"
"89","87","95","96","92","91","84","1"
"86","92","89","88","83","98","99","1"
"98","96","98","95","83","88","92","1"
"84","100","85","86","78","84","88","1"
"93","99","96","86","80","93","98","1"
"96","78","89","97","87","82","77","1"
"78","83","77","76","79","92","96","0"
"98","86","100","90","97","84","94","1"
"78","100","78","97","93","82","78","1"
"88","77","98","95","84","83","100","1"
"80","94","90","92","85","90","95","1"
"89","80","81","79","95","97","86","0"
"88","87","92","99","100","83","100","1"
"97","78","76","89","97","86","99","1"
"82","96","78","98","94","92","95","1"
"99","88","94","84","85","88","77","1"
"83","84","92","90","84","88","98","1"
"90","100","95","83","99","88","92","1"
"88","93","91","94","83","99","94","1"
"79","86","95","83","94","90","90","1"
"89","81","84","81","85","86","88","0"
"88","88","80","99","80","100","92","1"
"99","80","78","99","94","95","79","1"
"98","79","97","83","97","97","91","1"
"80","85","82","98","77","99","78","0"
"85","90","100","96","79","88","97","1"
"76","87","84","78","81","76","94","0"
"76","86","93","85","92","88","100","1"
"97","92","91","78","93","98","93","1"
"77","90","90","84","77","81","94","0"
"95","92","80","97","79","83","92","1"
"91","85","97","88","96","93","89","1"
"85","80","82","99","86","97","100","1"
"79","100","84","78","96","88","82","1"
"89","86","93","99","84","84","76","1"
"94","95","99","78","88","92","84","1"
"76","84","87","98","94","92","94","1"
"85","86","81","80","91","93","88","0"
"88","90","88","96","90","85","84","1"
"92","94","100","93","82","76","78","1"
"84","86","90","89","83","91","100","1"
"88","79","86","81","97","77","83","0"
"87","97","97","86","94","89","90","1"
"83","76","93","86","100","83","87","0"
"78","97","97","100","76","90","76","1"
"83","82","99","90","83","100","79","0"
"85","91","90","83","98","80","84","1"
"90","86","94","87","96","99","79","1"
"93","83","93","91","92","97","78","1"
"82","100","84","96","76","78","95","1"
"89","86","81","76","85","86","96","0"
"96","87","91","98","83","84","93","1"
"94","93","78","91","76","94","89","1"
"93","82","82","95","98","89","77","1"
"87","97","96","88","78","77","76","1"
"94","88","81","84","94","95","82","1"
"83","95","94","76","95","98","84","1"
"78","85","79","96","78","81","83","0"
"84","97","97","92","98","80","93","1"
"76","79","95","89","80","93","87","0"
"80","81","91","92","94","77","77","0"
"85","83","87","94","87","88","76","0"
"76","83","84","95","81","84","86","0"
"90","84","98","93","87","98","90","1"
"97","80","99","89","94","78","82","1"
"79","98","91","93","96","76","93","1"
"96","87","99","79","77","94","99","1"
"78","80","82","91","94","95","78","0"
"79","87","81","100","97","88","95","1"
"87","95","100","82","83","100","92","1"
"82","83","76","93","100","79","87","0"
"88","82","96","77","93","81","85","0"
"81","83","82","95","78","81","92","0"
"78","100","89","83","76","93","78","0"
"81","79","95","85","76","90","90","0"
"82","79","86","89","86","86","98","0"
"88","80","88","88","82","87","86","0"
"87","86","99","78","98","91","93","1"
"100","95","84","96","80","89","82","1"
"87","79","90","79","77","84","87","0"
"100","94","89","82","76","84","79","1"
"89","86","92","82","87","81","88","1"
"90","78","82","76","89","80","82","0"
"87","98","79","85","95","90","89","1"
"100","85","88","99","77","85","86","1"
"95","90","81","82","93","91","91","1"
"94","93","98","87","92","83","80","1"
"88","87","77","100","84","100","86","1"
"85","85","89","80","81","97","78","0"
"97","95","85","81","90","93","99","1"
"81","92","85","81","84","87","78","0"
"96","100","89","94","80","78","90","1"
"76","90","90","80","95","89","83","0"
"96","80","98","80","76","81","82","0"
"97","97","80","91","100","90","85","1"
"90","83","100","96","85","89","88","1"
"86","83","77","77","83","77","96","0"
"77","77","76","88","78","93","87","0"
"84","76","92","88","96","88","98","1"
"100","97","80","79","90","90","80","1"
"87","89","88","84","83","78","98","1"
"76","83","76","92","80","86","77","0"
"79","97","89","76","98","82","94","1"
"100","100","96","84","98","95","99","1"
"96","79","76","97","76","93","99","1"
"94","79","93","99","100","87","94","1"
"81","88","84","94","76","77","97","0"
"99","80","99","83","87","77","99","1"
"91","83","77","82","83","85","92","0"
"79","94","94","84","79","96","93","1"
"88","92","88","80","99","87","76","1"
"82","94","98","86","79","80","78","0"
"84","80","85","77","76","96","95","0"
"83","96","100","83","83","76","83","1"
"78","91","79","98","95","94","77","1"
"83","76","79","92","84","89","100","0"
"83","88","93","91","81","97","97","1"
"83","83","98","89","87","81","78","0"
"87","87","77","78","92","99","90","0"
"95","95","77","78","76","81","99","0"
"90","81","76","87","79","79","89","0"
"81","84","77","91","79","89","86","0"
"92","87","87","85","93","86","89","1"
"85","82","87","95","97","96","91","1"
"79","100","92","84","99","94","88","1"
"91","86","94","96","94","100","94","1"
"95","82","79","90","76","83","98","0"
"96","95","80","90","84","76","82","1"
"89","88","89","96","86","85","85","1"
"83","78","84","79","82","98","77","0"
"94","96","90","91","83","79","89","1"
